#
#
#    MOSCITO 4.0 Data file
#
#     Data Organisation:
#
#       (1) Step,                (2) Time [ps],
#       (3) Box (x) [nm],        (4) Box (y) [nm],
#       (5) Box (z) [nm]
#
#       (6) Temperature [K],     (7) Pressure [MPa],
#
#       (8) E total [kJ/mol],
#       (9) E kin [kJ/mol]      (10) E pot [kJ/mol]
#      (11) E inter [kJ/mol],   (12) E intra [kJ/mol],
#
#      (13) E LJ [kJ/mol], 
#      (14) E C(real) [kJ/mol]  (15) E C (rec.) [kJ/mol]
#      (16) E ew 0 [kJ/mol],    (17) E ew 1 [kJ/mol],
#
#      (18) E h.bd [kJ/mol],    (19) E anh.bd [kJ/mol],
#      (20) E angl [kJ/mol],    (21) E 180 angl [kJ/mol],
#      (22) E i.dhed [kJ/mol],  (23) E dehd. [kJ/mol],
#      (24) E umbrel. [kJ/mol] 
#
#      (25) Pressure (x) [MPa]  (26) Pressure (y) [MPa] 
#      (27) Pressure (z) [MPa]
#
#-------------------------------------------------------------------------------
        1        0.002000        1.520000        1.520000        1.520000      300.000000    -1353.428689      -28.969443        7.453828      -36.423271      -36.423271        0.000000       -6.178758      -24.162841        0.007898     -513.435167      507.345597        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1121.567952    -2226.901929    -2954.952092      -39.006579      -63.512673      -93.692386
        2        0.004000        1.520000        1.520000        1.520000      300.000000    -1318.723710      -28.946500        7.453828      -36.400328      -36.400328        0.000000       -6.172370      -24.149876        0.011501     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1154.349608    -2192.125863    -2918.394874      -38.759880      -71.067062     -139.768275
        3        0.006000        1.520000        1.520000        1.520000      300.000000    -1310.225697      -28.879022        7.453828      -36.332851      -36.332851        0.000000       -6.151237      -24.114667        0.022636     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1151.106459    -2179.873126    -2901.910422      -41.773158      -79.735176     -184.530024
        4        0.008000        1.520000        1.520000        1.520000      300.000000    -1295.387789      -28.773786        7.453828      -36.227615      -36.227615        0.000000       -6.115055      -24.062438        0.039461     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1146.944137    -2159.252640    -2873.854865      -44.099984      -88.679120     -229.275556
        5        0.010000        1.520000        1.520000        1.520000      300.000000    -1274.825185      -28.643547        7.453828      -36.097375      -36.097375        0.000000       -6.063734      -24.003395        0.059337     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1141.929630    -2130.777836    -2835.627350      -45.303106      -98.048460     -274.512118
        6        0.012000        1.520000        1.520000        1.520000      300.000000    -1250.427162      -28.506525        7.453828      -35.960353      -35.960353        0.000000       -5.996656      -23.953459        0.079345     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1134.578949    -2096.650873    -2789.209563      -46.278352     -107.995561     -319.638011
        7        0.014000        1.520000        1.520000        1.520000      300.000000    -1224.363772      -28.381660        7.453828      -35.835489      -35.835489        0.000000       -5.913245      -23.929485        0.096824     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1122.949040    -2059.569261    -2736.471095      -46.059950     -118.629713     -365.038577
        8        0.016000        1.520000        1.520000        1.520000      300.000000    -1198.148464      -28.284742        7.453828      -35.738571      -35.738571        0.000000       -5.812811      -23.946031        0.109855     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1105.638570    -2020.845262    -2679.238701      -44.648552     -129.936418     -410.302450
        9        0.018000        1.520000        1.520000        1.520000      300.000000    -1173.691848      -28.230145        7.453828      -35.683973      -35.683973        0.000000       -5.695151      -24.016837        0.117597     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1080.063558    -1982.081019    -2619.058082      -42.721949     -142.032587     -455.333470
       10        0.020000        1.520000        1.520000        1.520000      300.000000    -1156.290936      -28.242577        7.453828      -35.696405      -35.696405        0.000000       -5.574984      -24.152254        0.120416     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     1048.412124    -1944.501585    -2572.783348      -41.289351     -154.529525     -501.364297
       11        0.022000        1.520000        1.520000        1.520000      300.000000    -1139.563831      -28.295497        7.453828      -35.749325      -35.749325        0.000000       -5.422329      -24.357159        0.119746     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      998.861873    -1908.919564    -2508.633803      -37.278515     -167.367153     -545.359524
       12        0.024000        1.520000        1.520000        1.520000      300.000000    -1127.033800      -28.401713        7.453828      -35.855541      -35.855541        0.000000       -5.252392      -24.631302        0.117736     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      934.556864    -1873.999725    -2441.658540      -31.115612     -180.302545     -588.214005
       13        0.026000        1.520000        1.520000        1.520000      300.000000    -1118.755288      -28.556643        7.453828      -36.010471      -36.010471        0.000000       -5.065732      -24.971878        0.116722     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      854.319549    -1839.114535    -2371.470878      -23.145726     -192.745485     -629.372673
       14        0.028000        1.520000        1.520000        1.520000      300.000000    -1113.678295      -28.751973        7.453828      -36.205801      -36.205801        0.000000       -4.864143      -25.370735        0.118660     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      757.789770    -1802.456382    -2296.368273      -12.978269     -204.607453     -668.631250
       15        0.030000        1.520000        1.520000        1.520000      300.000000    -1111.584062      -28.980046        7.453828      -36.433875      -36.433875        0.000000       -4.647934      -25.821032        0.124674     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      644.960293    -1763.599790    -2216.112690       -2.185651     -214.412270     -705.525378
       16        0.032000        1.520000        1.520000        1.520000      300.000000    -1111.756544      -29.232179        7.453828      -36.686007      -36.686007        0.000000       -4.418044      -26.313215        0.134835     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      517.254673    -1722.627993    -2129.896312        9.411159     -221.489558     -740.104345
       17        0.034000        1.520000        1.520000        1.520000      300.000000    -1112.010282      -29.495385        7.453828      -36.949214      -36.949214        0.000000       -4.175683      -26.832188        0.148241     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      378.760809    -1678.314758    -2036.476896       21.625148     -225.018807     -771.585023
       18        0.036000        1.520000        1.520000        1.520000      300.000000    -1109.006244      -29.752425        7.453828      -37.206253      -37.206253        0.000000       -3.921780      -27.358236        0.163346     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      236.483339    -1628.750963    -1934.751108       32.091901     -222.753664     -799.080575
       19        0.038000        1.520000        1.520000        1.520000      300.000000    -1101.153854      -29.992077        7.453828      -37.445905      -37.445905        0.000000       -3.656916      -27.877854        0.178448     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000       95.569688    -1575.697056    -1823.334193       40.407624     -214.179740     -821.483586
       20        0.040000        1.520000        1.520000        1.520000      300.000000    -1103.523048      -30.252405        7.453828      -37.706234      -37.706234        0.000000       -3.382703      -28.426116        0.192168     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000      -56.948408    -1528.254835    -1725.365902       44.286024     -198.074387     -838.421130
       21        0.042000        1.520000        1.520000        1.520000      300.000000    -1083.273227      -30.445340        7.453828      -37.899169      -37.899169        0.000000       -3.098678      -28.914665        0.203758     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     -180.678993    -1469.628744    -1599.511943       45.936401     -174.859011     -846.643168
       22        0.044000        1.520000        1.520000        1.520000      300.000000    -1057.288303      -30.626146        7.453828      -38.079974      -38.079974        0.000000       -2.807900      -29.395693        0.213202     -513.435167      507.345584        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000     -291.665748    -1409.736809    -1470.462353       43.770410     -146.184740     -844.557885
